################################################################################
# Collectl:   V4.3.1-1  HiRes: 1  Options: -sCDNfM -omT --dskopts z --cpuopts z -i .1 --sep , -P -f /home/glatard/RUIS/tmp.lUK929bUW7 
# Host:       comp04  DaemonOpts: 
# Booted:     1619974234.95 [20210502-12:50:34]
# Distro:     debian bullseye/sid, Ubuntu 20.04.2 LTS  Platform: Unknown
# Date:       20210505-212753  Secs: 1620264473 TZ: -0400
# SubSys:     CDNfM Options: mT Interval: .1 NumCPUs: 64 [HYPER] NumBud: 0 Flags: i
# Filters:    NfsFilt:  EnvFilt:  TcpFilt: ituc
# HZ:         100  Arch: x86_64-linux-gnu-thread-multi PageSize: 4096
# Cpu:        GenuineIntel Speed(MHz): 1246.498 Cores: 16  Siblings: 32 Nodes: 2
# Kernel:     4.18.0-147.5.1.el8_1.x86_64  Memory: 262462664 kB  Swap: 4194300 kB
# NumDisks:   9 DiskNames: sda sdd sdb sdc sde sdf dm-0 dm-1 dm-2
# NumNets:    3 NetNames: ens4f1:?? lo:?? ens4f0:25000
# SCSI:       DA:2:00:00:00 DA:3:00:00:00 DA:4:00:00:00 DA:5:00:00:00 DA:6:00:00:00 DA:7:00:00:00
################################################################################
#Date,Time,[NFS]ReadsS,[NFS]WritesS,[NFS]MetaS,[NFS]CommitS,[NFS]Udp,[NFS]Tcp,[NFS]TcpConn,[NFS]BadAuth,[NFS]BadClient,[NFS]ReadsC,[NFS]WritesC,[NFS]MetaC,[NFS]CommitC,[NFS]Retrans,[NFS]AuthRef
20210505,21:27:53.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:27:54.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:27:54.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:27:54.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:27:54.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:27:54.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:27:54.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:27:54.601,0,0,0,0,0,0,0,0,0,0,0,70,0,0,90
20210505,21:27:54.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:27:54.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:27:54.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:27:55.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:27:55.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:27:55.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:27:55.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:27:55.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:27:55.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:27:55.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:27:55.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:27:55.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:27:55.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:27:56.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:27:56.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:27:56.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:27:56.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:27:56.401,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40
20210505,21:27:56.501,0,0,0,0,0,0,0,0,0,0,110,0,0,0,110
20210505,21:27:56.601,0,0,0,0,0,0,0,0,0,0,1090,0,0,0,1090
20210505,21:27:56.701,0,0,0,0,0,0,0,0,0,150,840,840,0,0,2070
20210505,21:27:56.801,0,0,0,0,0,0,0,0,0,450,110,360,0,0,980
20210505,21:27:56.901,0,0,0,0,0,0,0,0,0,340,240,70,0,0,660
20210505,21:27:57.001,0,0,0,0,0,0,0,0,0,430,190,440,0,0,1210
20210505,21:27:57.101,0,0,0,0,0,0,0,0,0,180,0,30,0,0,210
20210505,21:27:57.201,0,0,0,0,0,0,0,0,0,650,0,10,0,0,610
20210505,21:27:57.301,0,0,0,0,0,0,0,0,0,1120,0,50,0,0,1240
20210505,21:27:57.401,0,0,0,0,0,0,0,0,0,860,0,0,0,0,860
20210505,21:27:57.501,0,0,0,0,0,0,0,0,0,530,0,0,0,0,530
20210505,21:27:57.601,0,0,0,0,0,0,0,0,0,580,0,0,0,0,580
20210505,21:27:57.701,0,0,0,0,0,0,0,0,0,730,0,0,0,0,730
20210505,21:27:57.801,0,0,0,0,0,0,0,0,0,410,0,0,0,0,410
20210505,21:27:57.901,0,0,0,0,0,0,0,0,0,900,0,0,0,0,900
20210505,21:27:58.001,0,0,0,0,0,0,0,0,0,210,0,0,0,0,210
20210505,21:27:58.101,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40
20210505,21:27:58.201,0,0,0,0,0,0,0,0,0,130,0,0,0,0,130
20210505,21:27:58.301,0,0,0,0,0,0,0,0,0,350,0,0,0,0,350
20210505,21:27:58.401,0,0,0,0,0,0,0,0,0,660,0,0,0,0,660
20210505,21:27:58.501,0,0,0,0,0,0,0,0,0,880,0,0,0,0,880
20210505,21:27:58.601,0,0,0,0,0,0,0,0,0,930,0,0,0,0,930
20210505,21:27:58.701,0,0,0,0,0,0,0,0,0,1130,0,0,0,0,1130
20210505,21:27:58.801,0,0,0,0,0,0,0,0,0,110,0,0,0,0,110
20210505,21:27:58.901,0,0,0,0,0,0,0,0,0,360,0,0,0,0,360
20210505,21:27:59.001,0,0,0,0,0,0,0,0,0,580,0,0,0,0,580
20210505,21:27:59.101,0,0,0,0,0,0,0,0,0,760,490,80,0,0,1340
20210505,21:27:59.201,0,0,0,0,0,0,0,0,0,630,150,80,20,0,920
20210505,21:27:59.301,0,0,0,0,0,0,0,0,0,90,660,40,20,0,820
20210505,21:27:59.401,0,0,0,0,0,0,0,0,0,0,30,40,0,0,90
20210505,21:27:59.501,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30
20210505,21:27:59.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:27:59.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:27:59.801,0,0,0,0,0,0,0,0,0,340,260,40,0,0,650
20210505,21:27:59.901,0,0,0,0,0,0,0,0,0,660,700,130,30,0,1560
20210505,21:28:00.001,0,0,0,0,0,0,0,0,0,640,180,180,0,0,1070
20210505,21:28:00.101,0,0,0,0,0,0,0,0,0,320,820,70,30,0,1260
20210505,21:28:00.201,0,0,0,0,0,0,0,0,0,0,40,110,0,0,220
20210505,21:28:00.301,0,0,0,0,0,0,0,0,0,50,170,220,0,0,550
20210505,21:28:00.401,0,0,0,0,0,0,0,0,0,100,150,270,0,0,780
20210505,21:28:00.501,0,0,0,0,0,0,0,0,0,710,0,60,0,0,720
20210505,21:28:00.601,0,0,0,0,0,0,0,0,0,870,170,80,0,0,1200
20210505,21:28:00.701,0,0,0,0,0,0,0,0,0,380,470,80,20,0,1000
20210505,21:28:00.801,0,0,0,0,0,0,0,0,0,0,70,120,0,0,260
20210505,21:28:00.901,0,0,0,0,0,0,0,0,0,0,10,0,0,0,20
20210505,21:28:01.001,0,0,0,0,0,0,0,0,0,20,100,170,0,0,460
20210505,21:28:01.101,0,0,0,0,0,0,0,0,0,450,0,30,0,0,460
20210505,21:28:01.201,0,0,0,0,0,0,0,0,0,190,0,0,0,0,220
20210505,21:28:01.301,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
20210505,21:28:01.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
20210505,21:28:01.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:01.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:01.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:01.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:01.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:02.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:02.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:02.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:02.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:02.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:02.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:02.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:02.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:02.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
20210505,21:28:02.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:03.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:03.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:03.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:03.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:03.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:03.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:03.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:03.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:03.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:03.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:04.001,0,0,0,0,0,0,0,0,0,0,10,0,0,0,30
20210505,21:28:04.101,0,0,0,0,0,0,0,0,0,0,30,0,0,0,100
20210505,21:28:04.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
20210505,21:28:04.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:04.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:04.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:04.601,0,0,0,0,0,0,0,0,0,0,20,0,0,0,60
20210505,21:28:04.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
20210505,21:28:04.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:04.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:05.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:05.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:05.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:05.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:05.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:05.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:05.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:05.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:05.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:05.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:06.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:06.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:06.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:06.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:06.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:06.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:06.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:06.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:06.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:06.901,0,0,0,0,0,0,0,0,0,50,270,10,10,0,350
20210505,21:28:07.001,0,0,0,0,0,0,0,0,0,190,320,10,0,0,560
20210505,21:28:07.101,0,0,0,0,0,0,0,0,0,100,490,40,30,0,720
20210505,21:28:07.201,0,0,0,0,0,0,0,0,0,270,30,60,0,0,540
20210505,21:28:07.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:07.401,0,0,0,0,0,0,0,0,0,0,380,0,10,0,380
20210505,21:28:07.501,0,0,0,0,0,0,0,0,0,0,170,30,10,0,280
20210505,21:28:07.601,0,0,0,0,0,0,0,0,0,20,10,30,0,0,140
20210505,21:28:07.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:07.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:07.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:08.001,0,0,0,0,0,0,0,0,0,160,0,20,0,0,180
20210505,21:28:08.101,0,0,0,0,0,0,0,0,0,190,0,60,0,0,250
20210505,21:28:08.201,0,0,0,0,0,0,0,0,0,730,0,0,0,0,690
20210505,21:28:08.301,0,0,0,0,0,0,0,0,0,0,0,10,0,0,50
20210505,21:28:08.401,0,0,0,0,0,0,0,0,0,80,0,50,0,0,130
20210505,21:28:08.501,0,0,0,0,0,0,0,0,0,460,0,20,0,0,480
20210505,21:28:08.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:08.701,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20
20210505,21:28:08.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:08.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:09.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:09.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:09.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:09.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:09.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:09.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:09.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:09.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:09.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:09.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:10.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:10.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:10.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:10.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:10.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:10.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:10.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:10.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:10.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:10.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:11.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:11.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:11.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:11.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:11.401,0,0,0,0,0,0,0,0,0,0,0,470,0,0,470
20210505,21:28:11.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:11.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:11.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:11.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:11.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:12.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:12.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:12.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:12.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:12.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:12.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:12.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:12.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:12.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:12.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:13.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:13.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:13.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,21:28:13.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
