################################################################################
# Collectl:   V4.3.1-1  HiRes: 1  Options: -sCDNfM -omT --dskopts z --cpuopts z -i .1 --sep , -P -f /home/math/master/projects/ruis-apps/tmp.ErY2EkJP5Q 
# Host:       arch  DaemonOpts: 
# Booted:     1608051156.04 [20201215-11:52:36]
# Distro:     debian bullseye/sid, Ubuntu 20.04.1 LTS  Platform: Unknown
# Date:       20201215-151956  Secs: 1608063596 TZ: -0500
# SubSys:     CDNfM Options: mT Interval: .1 NumCPUs: 24 [HYPER] NumBud: 0 Flags: i
# Filters:    NfsFilt:  EnvFilt:  TcpFilt: ituc
# HZ:         100  Arch: x86_64-linux-gnu-thread-multi PageSize: 4096
# Cpu:        AuthenticAMD Speed(MHz): 4072.098 Cores: 12  Siblings: 24 Nodes: 1
# Kernel:     5.9.12-arch1-1  Memory: 65871868 kB  Swap: 0 kB
# NumDisks:   2 DiskNames: nvme0n1 nvme1n1
# NumNets:    6 NetNames: lo:?? enp7s0:?? enp6s0:1000 br-8b161ea8f973:?? br-9c7347618dfb:?? docker0:??
################################################################################
#Date,Time,[NUMA:0]Used,[NUMA:0]Free,[NUMA:0]Slab,[NUMA:0]Mapped,[NUMA:0]Anon,[NUMA:0]AnonH,[NUMA:0]Inactive,[NUMA:0]Hits
20201215,15:19:56.603,3361652,62510216,306552,187704,213460,0,1852816,100.00
20201215,15:19:56.701,3361652,62510216,306552,187704,213460,0,1852816,100.00
20201215,15:19:56.803,3361652,62510216,306552,187704,213460,0,1852816,100.00
20201215,15:19:56.901,3361652,62510216,306552,187704,213460,0,1852816,100.00
20201215,15:19:57.001,3361652,62510216,306552,187708,213692,0,1853012,100.00
20201215,15:19:57.101,3361652,62510216,306552,187708,213692,0,1853012,100.00
20201215,15:19:57.201,3361652,62510216,306552,187708,213692,0,1853012,100.00
20201215,15:19:57.301,3361652,62510216,306552,187708,213692,0,1853012,100.00
20201215,15:19:57.401,3361652,62510216,306552,187708,213692,0,1853012,100.00
20201215,15:19:57.501,3361652,62510216,306552,187708,213692,0,1853012,100.00
20201215,15:19:57.601,3361652,62510216,306552,187708,213692,0,1853012,100.00
20201215,15:19:57.701,3361652,62510216,306552,187708,213692,0,1853012,100.00
20201215,15:19:57.801,3361652,62510216,306552,187708,213692,0,1853012,100.00
20201215,15:19:57.901,3361652,62510216,306552,187708,213692,0,1853012,100.00
20201215,15:19:58.001,3361856,62510012,306520,187824,213704,0,1853088,100.00
20201215,15:19:58.101,3361848,62510020,306520,187824,213708,0,1853088,100.00
20201215,15:19:58.201,3361848,62510020,306520,187824,213708,0,1853088,100.00
20201215,15:19:58.301,3361588,62510280,306520,187824,213468,0,1852868,100.00
20201215,15:19:58.401,3361588,62510280,306520,187824,213472,0,1852868,100.00
20201215,15:19:58.501,3361572,62510296,306520,187824,213480,0,1852868,100.00
20201215,15:19:58.601,3361572,62510296,306520,187824,213484,0,1852868,100.00
20201215,15:19:58.701,3361572,62510296,306520,187824,213488,0,1852868,100.00
20201215,15:19:58.801,3361572,62510296,306520,187824,213488,0,1852868,100.00
20201215,15:19:58.901,3361572,62510296,306520,187824,213488,0,1852868,100.00
20201215,15:19:59.001,3360800,62511068,306512,187628,212688,0,1852064,100.00
20201215,15:19:59.101,3360800,62511068,306512,187628,212696,0,1852064,100.00
20201215,15:19:59.201,3360800,62511068,306512,187628,212696,0,1852064,100.00
20201215,15:19:59.301,3360792,62511076,306512,187628,212700,0,1852064,100.00
20201215,15:19:59.401,3360792,62511076,306512,187628,212704,0,1852064,100.00
20201215,15:19:59.501,3360792,62511076,306512,187628,212708,0,1852064,100.00
20201215,15:19:59.601,3360792,62511076,306512,187628,212708,0,1852064,100.00
20201215,15:19:59.701,3360792,62511076,306512,187628,212716,0,1852064,100.00
20201215,15:19:59.802,3360792,62511076,306512,187628,212716,0,1852064,100.00
20201215,15:19:59.901,3360792,62511076,306512,187628,212720,0,1852124,100.00
20201215,15:20:00.001,3360792,62511076,306512,187628,212752,0,1852124,100.00
20201215,15:20:00.101,3360784,62511084,306512,187628,212756,0,1852124,100.00
20201215,15:20:00.201,3360784,62511084,306512,187628,212756,0,1852124,100.00
20201215,15:20:00.301,3360808,62511060,306516,187616,212816,0,1852120,100.00
20201215,15:20:00.401,3360792,62511076,306516,187616,212820,0,1852120,100.00
20201215,15:20:00.501,3360792,62511076,306516,187616,212820,0,1852120,100.00
20201215,15:20:00.601,3360792,62511076,306516,187616,212824,0,1852120,100.00
20201215,15:20:00.701,3360792,62511076,306516,187616,212824,0,1852120,100.00
20201215,15:20:00.801,3360792,62511076,306516,187616,212824,0,1852120,100.00
20201215,15:20:00.901,3360792,62511076,306516,187616,212824,0,1852120,100.00
20201215,15:20:01.001,3361424,62510444,306548,187616,212836,0,1852152,100.00
20201215,15:20:01.101,3361368,62510500,306548,187616,212964,0,1852248,100.00
20201215,15:20:01.201,3361360,62510508,306548,187616,212976,0,1852248,100.00
20201215,15:20:01.301,3361320,62510548,306548,187616,212996,0,1852248,100.00
20201215,15:20:01.401,3361320,62510548,306548,187616,213000,0,1852248,100.00
20201215,15:20:01.501,3361320,62510548,306548,187616,213000,0,1852248,100.00
20201215,15:20:01.601,3361320,62510548,306548,187616,213004,0,1852248,100.00
20201215,15:20:01.701,3361320,62510548,306548,187616,213004,0,1852248,100.00
20201215,15:20:01.801,3361320,62510548,306548,187616,213004,0,1852248,100.00
20201215,15:20:01.901,3361320,62510548,306548,187616,213008,0,1852248,100.00
20201215,15:20:02.001,3361320,62510548,306548,187616,213008,0,1852248,100.00
20201215,15:20:02.101,3361312,62510556,306548,187616,213008,0,1852248,100.00
20201215,15:20:02.201,3361296,62510572,306548,187616,213020,0,1852248,100.00
20201215,15:20:02.301,3361296,62510572,306548,187616,213020,0,1852248,100.00
20201215,15:20:02.401,3361296,62510572,306548,187616,213020,0,1852248,100.00
20201215,15:20:02.501,3361296,62510572,306548,187616,213020,0,1852248,100.00
20201215,15:20:02.601,3361296,62510572,306548,187616,213024,0,1852248,100.00
20201215,15:20:02.701,3361296,62510572,306548,187616,213028,0,1852248,100.00
20201215,15:20:02.801,3361296,62510572,306548,187616,213036,0,1852248,100.00
20201215,15:20:02.901,3361296,62510572,306548,187616,213036,0,1852248,100.00
20201215,15:20:03.001,3363056,62508812,306548,187616,213108,0,1852292,100.00
20201215,15:20:03.101,3363048,62508820,306548,187616,213108,0,1852292,100.00
20201215,15:20:03.201,3362960,62508908,306620,187616,213272,0,1852512,100.00
20201215,15:20:03.301,3362960,62508908,306620,187616,213272,0,1852512,100.00
20201215,15:20:03.401,3362960,62508908,306620,187616,213272,0,1852512,100.00
20201215,15:20:03.501,3362960,62508908,306620,187616,213272,0,1852512,100.00
20201215,15:20:03.601,3362960,62508908,306620,187616,213272,0,1852512,100.00
20201215,15:20:03.701,3362960,62508908,306620,187616,213272,0,1852512,100.00
20201215,15:20:03.801,3362960,62508908,306620,187616,213272,0,1852512,100.00
20201215,15:20:03.901,3362960,62508908,306620,187616,213272,0,1852512,100.00
20201215,15:20:04.001,3362960,62508908,306620,187616,213296,0,1852512,100.00
20201215,15:20:04.101,3362960,62508908,306620,187616,213304,0,1852512,100.00
